date,ced_code_2018,ced_name_2018,Commonwealth electoral division state,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Commonwealth Seniors Health Card,Disability Support Pension,Double Orphan Pension,Family Tax Benefit A,Family Tax Benefit B,Family Tax Benefit PART A Children,Health Care Card,Low Income Card,Newstart Allowance/Jobseeker Payment,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pension Concession Card,Sickness Allowance,Special Benefit,Widow Allowance,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice),Commonwealth Rent Assistance
2020-03,111,Cunningham,New South Wales,114,100,18156,320,4432,65,1913,3208,6127,12,6615,5492,12336,9515,830,4933,329,1261,9,30912,33,16,41,0,0,612,2500,9116
2020-03,112,Dobell,New South Wales,89,180,21930,173,5445,105,2480,2343,6732,8,10506,8685,20098,10992,782,6104,356,2319,7,37621,47,11,43,0,0,873,720,12637
2020-03,113,Eden-Monaro,New South Wales,54,148,17697,109,3203,67,1359,3022,5172,0,7282,5753,14131,7431,709,3989,300,1345,6,28369,35,8,32,0,0,460,266,7101
2020-03,114,Farrer,New South Wales,68,270,22416,130,5068,109,2290,3233,6458,9,10711,8414,21738,11098,1094,6045,380,2325,10,37644,47,17,36,0,0,806,669,11373
2020-03,115,Fowler,New South Wales,15,43,17750,190,9821,144,7503,933,6584,5,14475,11834,28009,15975,1022,9770,1367,1887,10,40087,35,301,149,0,0,547,2662,15545
2020-03,116,Gilmore,New South Wales,54,349,27934,173,5716,89,2907,4328,7286,5,9419,7400,18111,9908,937,5846,443,1916,7,44586,46,5,55,0,0,784,404,12451
2020-03,117,Grayndler,New South Wales,58,53,10268,305,2002,24,817,1980,3162,0,3014,2455,4757,6375,419,2974,81,379,0,16593,20,32,25,0,0,139,1117,5904
2020-03,118,Greenway,New South Wales,31,77,12207,125,3724,105,1686,1521,3502,0,9481,7456,18095,9214,658,3865,401,1174,5,21318,20,108,69,0,0,378,1034,7117
2020-03,119,Hughes,New South Wales,15,23,12735,82,2689,112,847,3279,2128,0,4700,3688,8897,4873,372,1618,123,608,0,18112,11,19,36,0,0,141,523,3108
2020-03,120,Hume,New South Wales,43,79,15866,116,4264,122,1652,2495,3935,0,8155,6522,16523,7498,537,3304,247,1546,5,25643,29,8,25,0,0,344,491,6314
2020-03,121,Hunter,New South Wales,84,272,21002,147,5497,125,2756,2514,7390,0,10003,8426,19556,10329,868,5893,361,2490,15,37620,37,6,32,0,0,921,634,11629
2020-03,122,Kingsford Smith,New South Wales,92,81,13555,217,2815,48,1170,2965,3891,0,4594,3775,7728,6237,408,2683,117,643,5,21261,15,33,52,0,0,143,1225,5210
2020-03,123,Lindsay,New South Wales,66,176,14855,176,4969,214,2302,1443,5477,7,11836,9988,23208,11119,730,5414,400,2694,0,28851,44,33,31,0,0,752,802,10917
2020-03,124,Lyne,New South Wales,75,321,30270,128,6381,77,3314,4076,8005,5,9486,7505,18750,10585,1103,6782,427,2002,14,48654,36,8,40,0,0,955,442,13390
2020-03,125,Macarthur,New South Wales,73,240,14374,189,6737,173,3530,1201,5901,7,14442,12046,29296,13353,706,5750,758,2755,5,30421,42,47,74,0,0,707,1206,9987
2020-03,126,Mackellar,New South Wales,12,5,12822,93,1581,43,411,5110,1795,0,3740,2910,6504,4063,249,1437,68,359,0,17022,16,6,18,0,0,78,411,3740
2020-03,127,Macquarie,New South Wales,39,91,15374,152,3229,88,1244,2912,3932,5,6693,5321,12782,7034,591,3279,202,1200,0,24283,38,5,36,0,0,356,634,7142
2020-03,128,McMahon,New South Wales,22,39,17188,212,9416,166,7094,1394,5672,5,13688,11042,28400,14755,796,8324,1543,1612,9,36817,28,287,102,0,0,578,2049,14429
2020-03,129,Mitchell,New South Wales,15,10,11791,136,2357,44,757,4068,1909,0,5601,4146,10411,5826,494,1523,140,472,5,16551,8,85,58,0,0,105,843,3768
2020-03,130,New England,New South Wales,176,597,20933,104,4504,98,2432,2859,7095,5,10617,8511,21498,12264,913,7016,490,2518,12,36952,33,7,29,0,0,1235,1109,13138
2020-03,131,Newcastle,New South Wales,177,168,15815,380,3601,67,1552,2463,7336,5,6768,5632,12073,10853,884,5669,279,1285,5,29583,19,12,33,0,0,815,2673,10857
2020-03,132,North Sydney,New South Wales,12,35,7881,105,1012,14,299,4058,1640,0,2606,2085,4109,3737,265,1232,48,210,0,11106,6,29,29,0,0,37,604,4254
2020-03,133,Page,New South Wales,122,360,25648,279,6024,119,3294,3206,9702,10,12127,9571,23611,12746,1230,8444,577,2371,7,47257,52,18,49,0,0,1254,648,14684
2020-03,134,Parkes,New South Wales,190,1181,18507,46,4648,94,2547,2073,7351,10,10973,9242,22445,13021,580,7829,423,3348,5,35544,36,7,31,0,0,1417,263,10786
2020-03,135,Parramatta,New South Wales,20,48,13096,261,4297,87,2604,1996,5219,5,10824,8612,20061,11582,825,5113,697,1041,8,25366,25,306,97,0,0,276,1706,9467
2020-03,136,Paterson,New South Wales,84,237,22304,156,6275,123,3010,2433,7620,5,11119,9337,21650,11538,920,6272,446,2562,7,39690,33,7,46,0,0,1071,608,15051
2020-03,137,Reid,New South Wales,22,19,12146,200,2469,40,911,3128,2227,0,5398,4139,8894,7093,514,2479,195,399,5,17566,9,83,65,0,0,91,1129,5122
2020-03,138,Richmond,New South Wales,90,172,24727,415,4692,48,2230,3583,7404,0,10412,8263,18687,12464,1021,6886,432,1749,14,41290,67,15,53,0,0,694,698,15117
2020-03,139,Riverina,New South Wales,95,340,20174,108,4688,105,2273,3103,6593,7,9995,7964,20798,10729,795,5724,446,2199,0,34824,36,10,21,0,0,883,985,9678
2020-03,140,Robertson,New South Wales,82,75,21108,166,3815,81,1556,3263,5121,5,7309,5948,13380,8299,612,4461,230,1367,5,32448,32,6,37,0,0,533,687,10247
2020-03,141,Shortland,New South Wales,67,171,22594,131,4927,95,2171,2902,6083,9,7897,6531,14633,8447,786,4617,250,1707,6,35943,44,0,34,0,0,700,585,10013
2020-03,142,Sydney,New South Wales,119,105,8195,415,1508,13,847,1444,5179,0,2741,2356,4305,7442,457,4244,83,474,0,17141,18,90,59,0,0,203,1501,5962
2020-03,143,Warringah,New South Wales,5,14,7742,88,983,22,266,4027,1392,5,2462,1962,4012,3255,188,1144,35,240,0,10764,7,12,16,0,0,64,399,3210
2020-03,144,Watson,New South Wales,14,22,17163,279,6396,118,3960,1718,5032,5,12616,10112,26009,14508,875,5429,1388,1155,15,31216,14,326,123,0,0,299,2347,10738
2020-03,145,Wentworth,New South Wales,11,24,6434,138,904,17,289,2774,1393,0,1833,1494,3003,3678,186,1258,40,162,0,9198,13,7,10,0,0,50,505,3017
2020-03,146,Werriwa,New South Wales,37,120,14011,160,8641,176,6001,872,6219,6,15087,12243,31995,14553,837,7015,1226,2161,10,33050,29,125,79,0,0,530,2186,10169
2020-03,147,Whitlam,New South Wales,46,174,22019,108,5667,92,2614,2937,6566,7,9121,7445,17569,9118,782,4837,322,1852,8,36843,41,12,45,0,0,758,718,9056
2020-03,201,Aston,Victoria,10,8,16542,179,3579,71,1176,2570,3967,5,7665,5866,13610,9370,2100,3317,213,966,5,25405,22,32,47,0,0,280,1119,5423
2020-03,202,Ballarat,Victoria,24,32,19025,242,4806,95,2230,2375,6977,8,9917,8013,18957,12271,2560,5813,392,1940,5,34079,44,16,43,0,0,817,1283,10444
2020-03,203,Bendigo,Victoria,38,49,19639,220,4635,93,2070,2700,6774,6,9603,7642,18343,11228,2180,5463,379,1813,5,34489,42,7,34,0,0,686,1358,9711
2020-03,204,Bruce,Victoria,8,15,19752,234,6072,94,3366,1366,7576,19,13741,10995,26011,16327,2605,7526,981,1633,21,37519,41,304,76,0,0,610,2264,11455
2020-03,205,Calwell,Victoria,20,27,14035,295,9997,189,7016,908,7007,7,17621,14316,36619,20377,2242,9119,1971,1924,6,35029,42,149,74,0,0,846,2419,11367
2020-03,206,Casey,Victoria,9,17,15878,188,3490,83,1080,2462,4289,5,7978,6182,15043,8997,1974,3504,218,1062,5,25237,33,6,45,0,0,317,724,5260
2020-03,207,Chisholm,Victoria,19,17,15956,256,2985,43,895,4899,3409,5,5595,4179,9364,9223,2174,2567,154,428,5,23284,11,84,71,0,0,194,1976,5527
2020-03,208,Cooper,Victoria,45,26,15305,672,4380,61,1686,1828,5383,5,5770,4607,9837,11508,2003,4796,248,709,5,25974,18,48,28,0,0,340,2046,7892
2020-03,209,Corangamite,Victoria,14,30,18436,194,3573,101,1336,3697,3531,8,7311,5638,14152,9240,2229,3066,190,1044,0,27058,27,8,30,0,0,285,1310,6519
2020-03,210,Corio,Victoria,26,28,17948,247,4793,127,2189,2315,6919,8,8638,7229,15937,11544,2072,5955,388,1736,9,32810,42,57,44,0,0,740,1307,10356
2020-03,211,Deakin,Victoria,7,7,16021,196,3048,69,924,3701,4047,0,6948,5416,12330,9190,1997,3360,313,761,0,24617,21,37,33,0,0,240,1026,6102
2020-03,212,Dunkley,Victoria,16,15,16172,219,4005,91,1601,2180,5497,6,9000,7399,16447,10152,1770,4978,232,1692,0,28671,47,24,30,0,0,486,900,9342
2020-03,213,Flinders,Victoria,12,16,22640,125,3720,65,1368,4301,4502,5,7345,5871,13511,8297,1822,3762,163,1236,0,33064,38,5,17,0,0,314,485,7672
2020-03,214,Fraser,Victoria,10,9,18542,321,7096,113,3492,1291,5639,13,12083,9924,22719,16847,2711,8489,821,1730,14,34443,45,182,98,0,0,489,2295,9528
2020-03,215,Gellibrand,Victoria,13,12,12921,324,4077,55,1632,1693,3724,0,7918,6483,14826,11177,1849,4584,382,1033,5,22205,29,45,51,0,0,293,1347,7016
2020-03,216,Gippsland,Victoria,29,77,22990,145,5316,104,2674,2860,7736,8,9709,7912,19088,12813,2865,7224,480,2083,5,40270,33,36,45,0,0,874,529,10152
2020-03,217,Goldstein,Victoria,6,6,10893,164,1988,20,536,4459,2429,5,3008,2351,4928,5349,1021,1760,57,316,0,15760,12,12,27,0,0,88,853,3409
2020-03,218,Gorton,Victoria,23,19,12561,234,6860,153,3283,833,5167,20,15968,12941,32531,16906,2176,6747,935,2480,10,27410,37,77,66,0,0,687,1698,9984
2020-03,219,Higgins,Victoria,15,7,9311,264,1839,17,507,3506,2479,5,2564,2071,4072,6208,1018,2015,59,280,0,14114,16,25,27,0,0,94,1300,4255
2020-03,220,Holt,Victoria,5,12,11348,203,4884,93,2354,862,4543,16,16447,12836,33302,15308,2095,5293,933,2002,6,23786,43,90,54,0,0,643,1670,8702
2020-03,221,Hotham,Victoria,31,13,18927,229,4200,59,1566,3318,3607,0,6724,5066,11744,10126,2176,3268,229,577,10,27401,17,94,66,0,0,194,2220,6194
2020-03,222,Indi,Victoria,26,43,21218,141,4409,72,1948,3212,5739,15,9160,6976,17860,9857,1807,4876,311,1551,8,34252,38,9,49,0,0,572,522,7696
2020-03,223,Isaacs,Victoria,11,8,15644,166,3210,74,1145,2806,3747,5,6285,4924,11223,8292,1572,3182,229,698,0,23755,18,68,26,0,0,214,990,6202
2020-03,224,Jagajaga,Victoria,13,9,13495,207,3236,59,989,3549,3587,5,5125,4073,9276,7933,1771,2855,155,612,0,20999,17,32,33,0,0,197,1283,4810
2020-03,225,Kooyong,Victoria,9,5,8091,273,1492,31,343,4796,1855,0,2589,1947,4313,5938,1154,1362,42,203,0,11792,11,27,23,0,0,67,1659,3776
2020-03,226,La Trobe,Victoria,20,12,13010,161,4214,105,1535,1534,3533,9,12582,9896,24750,12037,1950,3951,505,1922,0,22991,34,72,44,0,0,455,1140,7883
2020-03,227,Lalor,Victoria,16,35,10660,229,5095,115,2250,1038,3976,20,17806,14479,36087,17714,2210,6027,1107,2190,6,22566,38,61,51,0,0,616,1666,10907
2020-03,228,Macnamara,Victoria,28,6,8374,343,1665,10,581,2780,3918,0,3251,2746,5785,7695,985,3429,128,387,5,15348,24,29,30,0,0,138,1162,6131
2020-03,229,Mallee,Victoria,36,156,23617,96,5540,87,2844,2925,8452,9,10459,8090,21001,12505,2160,6706,505,1994,11,41273,37,36,51,0,0,830,492,9472
2020-03,230,Maribyrnong,Victoria,23,11,14436,391,3880,41,1346,2628,3499,5,5206,4169,8984,10238,1864,4107,243,734,5,22632,26,69,49,0,0,257,1628,5647
2020-03,231,McEwen,Victoria,15,11,12557,158,4248,114,1481,1839,3234,0,9394,7467,18259,9878,1836,3353,286,1484,0,21208,37,20,33,0,0,367,732,5801
2020-03,232,Melbourne,Victoria,122,28,7289,685,1683,34,837,1698,4121,5,3816,3333,6798,11401,1438,4952,268,739,5,15665,12,65,37,0,0,247,2987,6384
2020-03,233,Menzies,Victoria,7,7,14662,149,3076,48,823,5349,2127,5,4998,3729,8675,7717,1796,2082,127,354,5,20096,20,56,35,0,0,101,1023,3541
2020-03,234,Monash,Victoria,13,21,22718,155,4627,105,2038,3642,6095,5,9633,7511,19163,10928,2622,5581,338,1680,5,36849,49,6,41,0,0,518,491,8857
2020-03,235,Nicholls,Victoria,46,98,21886,96,5566,87,2638,2800,7126,8,10730,8470,21717,12312,2033,6530,503,2123,5,38332,57,60,28,0,0,757,661,10532
2020-03,236,Scullin,Victoria,21,27,16175,225,6979,97,3309,1139,5495,5,11751,9293,22301,13201,1955,5459,775,1327,11,29873,38,157,49,0,0,458,1761,8064
2020-03,237,Wannon,Victoria,26,66,21167,106,4552,98,2101,3218,6907,12,9273,6997,18462,11197,2762,5760,372,1582,0,36188,29,6,46,0,0,698,529,7766
2020-03,238,Wills,Victoria,44,17,14849,595,4826,68,1999,1515,4473,5,6270,5026,11618,12260,1865,4462,415,676,6,24647,14,74,29,0,0,292,2113,7733
2020-03,301,Blair,Queensland,87,345,16137,263,5911,112,2941,1469,8275,14,15679,13235,32443,14848,1234,8095,759,3564,5,35886,64,17,36,0,0,1491,928,16709
2020-03,302,Bonner,Queensland,63,89,13975,202,2847,46,1048,2847,3328,5,6986,5557,12521,8082,828,3528,220,930,0,21865,25,34,28,0,0,421,1127,7086
2020-03,303,Bowman,Queensland,37,83,19159,144,4071,50,1594,2812,4365,0,7986,6450,15273,8449,834,4322,246,1338,5,29723,49,16,41,0,0,513,604,8284
2020-03,304,Brisbane,Queensland,114,46,7241,483,1172,25,361,2216,3959,5,3376,2858,5193,9102,718,4201,92,505,0,14300,30,16,19,0,0,341,2174,9516
2020-03,305,Capricornia,Queensland,66,262,14731,113,3636,76,1595,2019,4796,0,8181,6936,16307,9293,851,5691,322,2017,6,26386,47,11,30,0,0,859,359,8952
2020-03,306,Dawson,Queensland,44,340,14580,96,3531,56,1622,2436,4389,0,8336,7040,16402,9864,740,5809,341,2002,0,26182,50,6,43,0,0,779,377,9269
2020-03,307,Dickson,Queensland,37,82,12817,197,3652,81,1309,2309,3316,6,8181,6527,15599,8773,856,3907,302,1299,5,21635,39,7,43,0,0,673,621,7029
2020-03,308,Fadden,Queensland,69,88,19758,374,4864,91,2148,2579,4798,5,12911,10589,24135,14760,1048,6289,543,2294,5,33027,51,45,53,0,0,826,1565,16755
2020-03,309,Fairfax,Queensland,42,66,20183,357,3888,63,1631,3437,4898,7,9746,7615,17788,11353,1098,5294,336,1430,5,32024,48,18,46,0,0,736,938,11344
2020-03,310,Fisher,Queensland,60,74,21904,410,4451,77,1778,3736,4867,9,9429,7406,17588,11192,1055,5015,322,1519,7,33983,42,16,53,0,0,745,1304,11461
2020-03,311,Flynn,Queensland,62,387,14597,116,4519,83,2375,1833,5600,7,9877,8405,20354,11622,1036,7505,553,2599,6,29368,48,9,28,0,0,1078,243,9502
2020-03,312,Forde,Queensland,53,143,16910,240,5610,111,2655,1240,6063,5,15322,12619,30849,14964,981,6968,714,3107,5,32994,72,47,35,0,0,1153,1011,17039
2020-03,313,Griffith,Queensland,80,37,8413,435,1591,31,573,2040,3441,5,4483,3722,7197,9221,797,4040,130,687,0,15504,32,41,13,0,0,408,2106,7823
2020-03,314,Groom,Queensland,77,285,17248,253,3845,93,1733,2860,5695,6,10220,8305,21301,11254,1062,5572,608,2094,0,30145,33,11,31,0,0,1074,871,12111
2020-03,315,Herbert,Queensland,209,726,13206,230,4204,88,2056,1623,5283,7,11401,9862,22784,13738,962,7722,557,2949,0,27441,36,10,36,0,0,1270,1310,12563
2020-03,316,Hinkler,Queensland,57,255,29388,193,7889,81,4242,2688,8320,9,10882,8904,21401,12960,1570,8347,571,2327,15,49683,56,10,52,0,0,1302,502,15860
2020-03,317,Kennedy,Queensland,194,1197,18582,79,4218,68,2270,2695,5877,11,12216,10147,25598,14369,776,9412,741,3067,5,34351,52,18,24,0,0,1324,252,10572
2020-03,318,Leichhardt,Queensland,343,1669,14598,222,3327,51,1767,1869,5447,6,13169,11027,25430,18782,800,10580,882,3181,0,29124,46,16,29,0,0,1415,677,12452
2020-03,319,Lilley,Queensland,51,107,14522,254,2704,55,1030,2631,4303,0,6824,5611,11889,8685,834,4340,253,1132,0,24038,33,37,51,0,0,527,1016,8243
2020-03,320,Longman,Queensland,60,185,22645,256,6735,120,3225,2134,7119,10,13517,11165,27037,13794,1342,7639,615,2979,13,41178,58,17,41,0,0,1300,779,16919
2020-03,321,Maranoa,Queensland,59,430,19800,78,5010,72,2678,2725,7287,0,10669,8422,22389,11052,1026,6165,542,2292,5,36070,45,0,51,0,0,1008,258,10331
2020-03,322,McPherson,Queensland,58,58,17894,374,3445,78,1400,2614,3751,7,8885,6948,15725,10884,747,4487,243,1229,0,27520,36,13,37,0,0,489,1218,9724
2020-03,323,Moncrieff,Queensland,93,47,19476,429,3611,56,1690,2956,4823,7,8820,7218,14795,13304,879,6600,322,1404,0,31754,37,33,38,0,0,674,1527,14147
2020-03,324,Moreton,Queensland,75,63,11559,359,2481,40,1057,2792,3806,5,7772,6197,14427,10875,991,4779,441,952,0,20336,24,91,39,0,0,554,2220,8698
2020-03,325,Oxley,Queensland,61,166,12437,256,4262,100,2162,1452,5201,19,14053,11530,28770,14678,1023,7047,846,2410,0,26399,54,89,41,0,0,1064,1510,11594
2020-03,326,Petrie,Queensland,52,142,20006,210,4897,85,2111,2436,6023,5,12350,10138,23586,12229,1019,6225,466,2337,5,34801,47,20,48,0,0,1004,775,14529
2020-03,327,Rankin,Queensland,61,257,13981,248,4833,120,2686,1138,6188,22,17195,14099,35557,17622,1165,8729,1124,3029,7,30550,52,160,50,0,0,1373,1453,14587
2020-03,328,Ryan,Queensland,55,39,8818,341,1829,38,445,3767,2023,5,4290,3429,7667,6894,685,2311,116,448,0,13580,12,20,21,0,0,279,2432,5546
2020-03,329,Wide Bay,Queensland,49,215,24051,199,6354,43,3570,3127,8783,5,10144,8142,19716,12084,1310,7375,583,1937,13,43497,41,11,60,0,0,1100,451,12068
2020-03,330,Wright,Queensland,34,147,16462,222,5161,107,2427,1908,5340,16,11468,9002,23788,11546,989,5649,522,2086,7,29968,55,28,25,0,0,806,909,9961
2020-03,401,Adelaide,South Australia,106,84,16359,491,4089,59,1848,2323,7019,0,8196,6587,14557,12748,1160,6875,453,1096,5,30650,41,161,50,0,0,537,2700,11566
2020-03,402,Barker,South Australia,47,118,23851,108,4907,92,2386,3085,7095,9,10956,8473,21612,11455,1323,7339,550,1904,7,40108,41,18,38,0,0,855,533,9822
2020-03,403,Boothby,South Australia,62,42,21127,365,3268,70,1174,4083,5287,6,6371,5144,10803,9548,1158,4747,252,906,5,31973,28,47,29,0,0,425,1899,9302
2020-03,404,Grey,South Australia,76,301,24609,89,5948,100,3057,2458,8595,7,10865,8832,21690,14042,1489,10119,676,2379,12,44390,40,13,36,0,0,1269,496,9197
2020-03,405,Hindmarsh,South Australia,57,83,22054,284,5026,74,2207,2707,6353,6,8034,6450,14104,10744,1149,6519,328,1282,7,36329,51,46,27,0,0,618,1413,9253
2020-03,406,Kingston,South Australia,43,61,21269,318,5191,144,2361,1589,6359,0,11137,8859,20525,12490,1475,7042,450,1929,11,36516,53,16,37,0,0,936,1241,9189
2020-03,407,Makin,South Australia,36,57,21822,246,5092,137,2228,1637,5513,11,11168,8699,21125,12001,1198,6147,581,1521,11,35243,37,49,37,0,0,683,1527,7370
2020-03,408,Mayo,South Australia,19,31,24041,242,4115,80,1609,3850,4830,6,8797,6698,16865,9485,1203,4975,365,1197,6,35526,43,5,49,0,0,516,794,8407
2020-03,409,Spence,South Australia,97,134,18990,298,8298,223,4544,723,10402,40,18120,15177,36237,19695,1717,12872,1458,3862,10,45714,58,88,55,0,0,1654,2007,16768
2020-03,410,Sturt,South Australia,33,42,20689,327,3565,54,1157,4321,4671,5,7190,5525,12426,9126,940,3971,244,732,6,30466,26,52,35,0,0,329,1555,8373
2020-03,501,Brand,Western Australia,40,118,15150,227,3799,121,1647,1245,4098,9,11907,10315,23426,12938,1233,7506,469,2773,5,27438,51,19,30,0,0,1002,788,10761
2020-03,502,Burt,Western Australia,55,204,14696,229,3571,93,1627,1276,3900,8,12994,10923,25776,14866,1359,8094,717,2396,5,26377,55,56,32,0,0,1145,1307,9990
2020-03,503,Canning,Western Australia,39,123,21336,153,3773,84,1614,2886,4081,6,8681,7442,17006,10418,1265,6363,391,2126,0,32713,32,15,38,0,0,828,595,10109
2020-03,504,Cowan,Western Australia,30,115,13687,212,3001,82,1321,1291,3263,10,9650,7800,19070,11773,1270,6020,570,1557,5,22716,27,44,41,0,0,683,1303,6770
2020-03,505,Curtin,Western Australia,127,46,9279,277,1155,23,330,4415,2201,0,2862,2419,4793,5503,556,2234,73,434,0,13637,10,22,13,0,0,163,1383,4078
2020-03,506,Durack,Western Australia,161,1241,11309,60,2717,64,1518,1340,5188,9,10681,9479,21508,14926,604,10393,933,3179,0,24570,32,11,15,0,0,1508,210,5892
2020-03,507,Forrest,Western Australia,32,151,17849,146,3058,64,1348,3229,3851,5,9254,7697,17609,10703,1414,5934,400,1875,6,28475,34,16,25,0,0,771,354,8704
2020-03,508,Fremantle,Western Australia,54,116,13877,328,2631,77,982,2198,3593,7,6804,5767,12132,9896,1071,5509,236,1335,0,22757,25,18,24,0,0,613,1136,6698
2020-03,509,Hasluck,Western Australia,39,170,15271,188,2612,56,1098,2198,3310,7,7951,6767,15373,10170,1018,5768,387,1510,5,23875,50,28,27,0,0,710,783,7156
2020-03,510,Moore,Western Australia,10,30,12689,211,1984,43,541,3011,1791,5,4663,3794,8557,6714,910,2859,112,740,0,17474,30,10,18,0,0,296,837,3838
2020-03,511,O'Connor,Western Australia,60,382,16559,81,3069,55,1509,2940,5051,7,9022,7438,18187,10236,979,6811,489,1872,8,28434,44,15,39,0,0,728,261,7103
2020-03,512,Pearce,Western Australia,41,237,14662,217,3749,117,1610,1897,3833,15,13700,11486,26973,13743,1231,6751,535,2841,0,26442,47,27,32,0,0,984,987,8906
2020-03,513,Perth,Western Australia,47,68,13484,387,1826,27,721,2222,3426,0,5010,4196,8706,9931,1027,5456,211,882,5,20842,32,54,29,0,0,416,1314,7668
2020-03,514,Stirling,Western Australia,35,72,15502,246,2617,51,1134,3148,3630,9,7386,6208,13335,10719,1096,5801,516,1296,8,24386,25,62,34,0,0,510,1191,7688
2020-03,515,Swan,Western Australia,100,137,13757,349,2052,54,953,2287,3692,6,6766,5737,12318,11822,1163,6155,383,1127,0,22052,31,60,40,0,0,691,1899,9103
2020-03,516,Tangney,Western Australia,25,56,13065,181,1747,42,552,4352,1615,0,4366,3429,7973,6459,815,2512,124,512,5,17362,20,21,27,0,0,231,1159,3659
2020-03,601,Bass,Tasmania,50,59,14544,185,3247,57,1827,1422,5048,11,7345,5906,14124,8900,1248,5520,479,1412,9,26320,30,7,31,0,0,819,814,8147
2020-03,602,Braddon,Tasmania,55,149,16578,113,4254,69,2571,1277,6578,6,7556,6119,14534,7945,1343,4966,400,1372,15,30680,32,9,39,0,0,778,360,8261
2020-03,603,Clark,Tasmania,49,42,11001,248,2336,23,1083,1828,4910,0,5539,4530,10052,7727,1004,3943,255,955,5,20394,28,16,11,0,0,608,1211,6758
2020-03,604,Franklin,Tasmania,25,46,13605,118,2790,40,1325,2071,4275,5,6303,4974,11959,6730,1081,3173,250,991,7,22500,33,6,15,0,0,528,512,4976
2020-03,605,Lyons,Tasmania,33,85,15610,90,4168,58,2397,1171,6412,5,8219,6439,16049,8205,1285,4792,446,1639,7,29250,37,0,40,0,0,675,356,6948
2020-03,701,Lingiari,Northern Territory,222,1114,4746,28,1736,43,1116,339,5288,5,10902,9374,20430,18073,172,13124,2062,2348,0,16329,14,5,19,0,0,1984,76,2844
2020-03,702,Solomon,Northern Territory,114,308,5206,114,1610,47,703,604,2843,5,5667,4996,11123,7341,241,4284,289,1261,0,11390,15,25,14,0,0,576,270,4581
2020-03,801,Bean,Australian Capital Territory,13,52,10436,110,2301,45,675,2487,3029,0,5132,4277,9846,5039,487,2139,162,919,0,16724,31,16,22,0,0,257,438,2819
2020-03,802,Canberra,Australian Capital Territory,62,37,6868,230,1220,18,357,2509,2746,0,2529,2136,4486,4866,481,1943,92,403,0,11552,14,25,6,0,0,185,1978,3945
2020-03,803,Fenner,Australian Capital Territory,25,39,7530,152,2218,61,675,1501,2673,5,6356,5283,12145,6297,586,2332,252,981,0,13349,12,49,18,0,0,284,799,3461
2020-06,101,Banks,New South Wales,20,32,16324,180,4031,68,2008,3088,3690,5,7443,5702,13770,12158,648,7936,512,820,5,25858,0,127,87,0,0,561,1708,7980
2020-06,102,Barton,New South Wales,30,34,17287,236,4446,57,2088,2606,3739,5,7681,5916,13633,14535,637,9506,614,765,8,26737,0,105,84,0,0,637,1861,10382
2020-06,103,Bennelong,New South Wales,61,14,12847,287,2430,38,974,4134,2824,0,6275,4711,10514,11800,687,7049,382,466,5,19388,0,168,64,0,0,387,2101,9541
2020-06,104,Berowra,New South Wales,7,13,11181,148,1806,45,500,4903,1863,5,3931,2761,7374,7213,383,4027,131,324,5,15474,0,46,39,0,0,298,1134,4203
2020-06,105,Blaxland,New South Wales,10,29,16051,351,7559,166,5489,1391,6017,7,15882,12973,34041,23619,852,14295,2339,1869,10,34834,0,433,81,0,0,1259,3617,15070
2020-06,106,Bradfield,New South Wales,13,26,8776,158,1305,25,324,5683,1332,0,3803,2797,6390,7523,354,4180,173,244,5,12038,0,77,40,0,0,192,1327,4557
2020-06,107,Calare,New South Wales,136,335,20333,149,4674,110,2333,2874,7198,0,9973,8138,20029,12629,715,8409,471,2469,0,36339,0,12,20,0,0,1402,893,12220
2020-06,108,Chifley,New South Wales,58,318,15297,224,6549,190,4077,763,6590,14,15862,13010,32964,19552,763,12965,1130,3098,6,34092,0,114,72,0,0,1791,1995,13367
2020-06,109,Cook,New South Wales,16,33,14119,152,2487,50,789,4638,2313,0,4408,3488,7796,7885,305,5307,147,605,0,19893,0,20,20,0,0,443,828,5878
2020-06,110,Cowper,New South Wales,192,501,28996,299,6804,87,3522,3625,9364,12,12209,9699,23584,17217,993,12773,836,2602,8,51410,0,24,38,0,0,2016,1064,21374
2020-06,111,Cunningham,New South Wales,126,105,18226,405,4471,69,1961,3243,6128,11,6712,5503,12510,12785,728,8495,412,1263,7,31340,0,16,37,0,0,1130,2931,11551
2020-06,112,Dobell,New South Wales,95,190,22143,210,5447,105,2470,2377,6711,7,10708,8782,20482,14482,695,10269,466,2405,5,38349,0,17,38,0,0,1570,918,15160
2020-06,113,Eden-Monaro,New South Wales,66,150,17888,143,3241,61,1363,3112,5138,0,7432,5806,14388,9989,646,6940,388,1414,5,28896,0,11,25,0,0,887,379,8719
2020-06,114,Farrer,New South Wales,80,271,22671,155,5086,109,2315,3231,6453,7,10889,8455,22080,13934,1023,9098,509,2440,7,38423,0,22,31,0,0,1401,869,13314
