date,ced_code_2018,ced_name_2018,Commonwealth electoral division state,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Commonwealth Seniors Health Card,Disability Support Pension,Double Orphan Pension,Family Tax Benefit A,Family Tax Benefit B,Family Tax Benefit PART A Children,Health Care Card,Low Income Card,Newstart Allowance/Jobseeker Payment,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pension Concession Card,Sickness Allowance,Special Benefit,Widow Allowance,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice),Commonwealth Rent Assistance
2019-09,101,Banks,New South Wales,13,22,16225,144,4034,67,1942,3026,3687,5,7387,5662,13710,6308,710,2796,353,785,7,25212,16,118,104,22,12,142,1321,5837
2019-09,102,Barton,New South Wales,29,33,17173,222,4439,65,2014,2513,3648,5,7616,5838,13690,6801,839,2829,391,718,7,25755,20,105,112,30,23,148,1465,6917
2019-09,103,Bennelong,New South Wales,49,11,12786,223,2407,39,934,4017,2851,0,6041,4427,10226,5959,887,1984,194,402,5,19028,11,131,92,8,5,103,1649,6861
2019-09,104,Berowra,New South Wales,11,7,11050,101,1762,51,463,4748,1830,0,3772,2664,7123,3557,491,1041,83,266,0,15057,11,37,50,6,5,61,816,3018
2019-09,105,Blaxland,New South Wales,13,24,15902,307,7506,174,5302,1317,5976,6,15860,12859,34109,14657,1251,6099,1965,1728,16,33392,31,259,116,96,30,335,2881,11714
2019-09,106,Bradfield,New South Wales,9,19,8604,139,1311,31,319,5624,1332,0,3623,2667,6132,3594,428,891,75,198,0,11688,0,68,47,0,0,42,924,3112
2019-09,107,Calare,New South Wales,122,305,20240,159,4623,124,2257,2839,7226,5,9917,8064,20182,9199,817,4895,427,2301,0,35694,57,6,37,27,38,764,851,10407
2019-09,108,Chifley,New South Wales,56,301,15000,196,6463,227,3924,718,6490,12,15488,12709,32541,12353,986,6269,849,2926,6,32936,37,96,86,56,36,653,1587,10243
2019-09,109,Cook,New South Wales,13,27,14164,115,2406,55,731,4506,2241,5,4252,3391,7582,3344,387,1454,85,524,5,19355,22,13,28,11,5,74,557,3746
2019-09,110,Cowper,New South Wales,171,464,28718,241,6771,94,3442,3511,9427,11,12175,9800,23571,11274,1128,7222,695,2437,11,50399,57,16,54,42,63,1038,900,18429
2019-09,111,Cunningham,New South Wales,118,91,18334,373,4422,73,1863,3187,6157,14,6746,5584,12737,9146,1082,4173,326,1261,11,30974,26,9,50,33,24,477,2715,9040
2019-09,112,Dobell,New South Wales,74,167,21910,173,5339,115,2394,2324,6717,8,10678,8781,20521,9151,849,5197,364,2250,8,37430,55,13,48,31,37,752,771,12450
2019-09,113,Eden-Monaro,New South Wales,57,154,17642,119,3232,54,1340,2954,5159,5,7346,5786,14427,5835,702,3382,314,1333,7,28229,42,5,36,21,19,357,298,6912
2019-09,114,Farrer,New South Wales,82,251,22437,134,5032,103,2241,3206,6438,11,10831,8479,22114,9510,1047,5392,400,2292,11,37570,42,22,41,31,37,667,739,11333
2019-09,115,Fowler,New South Wales,18,40,17709,248,9688,154,7304,923,6508,0,14806,11981,28695,13982,1328,8642,1430,1885,13,39512,23,284,170,44,24,412,2801,15230
2019-09,116,Gilmore,New South Wales,56,288,27935,165,5663,91,2794,4207,7287,7,9514,7432,18384,8150,977,5122,468,1863,9,44423,45,0,64,29,55,648,408,12308
2019-09,117,Grayndler,New South Wales,55,50,10351,351,2015,27,801,1970,3187,0,3093,2515,4942,4626,566,2438,73,408,0,16509,21,28,35,24,5,112,1319,5795
2019-09,118,Greenway,New South Wales,34,74,12152,150,3661,114,1624,1463,3436,0,9636,7454,18429,7579,728,3177,407,1148,5,20959,17,105,78,18,11,282,1142,6882
2019-09,119,Hughes,New South Wales,22,22,12748,101,2669,111,837,3223,2129,0,4743,3681,9016,3890,424,1328,127,580,5,17962,13,16,41,6,0,111,618,2988
2019-09,120,Hume,New South Wales,27,99,15810,99,4187,144,1555,2465,3899,0,8114,6479,16629,6292,605,2851,277,1508,5,25423,28,8,32,27,22,278,571,6104
2019-09,121,Hunter,New South Wales,91,251,20885,158,5459,119,2673,2469,7388,5,10048,8456,19891,8806,867,4982,381,2440,16,37431,32,10,41,41,49,755,671,11356
2019-09,122,Kingsford Smith,New South Wales,105,75,13652,218,2820,50,1160,2982,3862,0,4704,3793,7900,5296,583,2246,127,626,5,21080,18,32,53,13,5,142,1446,5230
2019-09,123,Lindsay,New South Wales,74,178,14702,193,4966,201,2261,1427,5441,7,11876,9899,23454,9351,830,4424,406,2551,5,28484,45,32,33,32,17,558,942,10466
2019-09,124,Lyne,New South Wales,83,317,30198,121,6327,86,3217,3915,8045,5,9585,7595,19029,8869,1017,6007,454,1958,15,48552,41,5,48,50,68,802,462,13139
2019-09,125,Macarthur,New South Wales,76,198,14239,204,6656,169,3424,1190,5794,8,14369,11897,29312,11292,867,4837,781,2583,0,29785,48,46,84,31,27,552,1259,9501
2019-09,126,Mackellar,New South Wales,11,9,12889,101,1608,49,401,5076,1793,0,3839,2940,6784,2851,268,1162,59,359,5,16907,19,9,20,5,5,54,476,3671
2019-09,127,Macquarie,New South Wales,36,86,15423,182,3184,95,1193,2879,3888,5,6796,5390,13070,5836,636,2812,233,1198,5,24162,30,6,39,11,20,296,652,6980
2019-09,128,McMahon,New South Wales,28,30,17161,223,9166,170,6816,1367,5628,5,13935,11236,28982,12819,1080,7188,1577,1603,11,36079,22,277,108,58,32,444,2145,13994
2019-09,129,Mitchell,New South Wales,12,11,11739,154,2342,47,696,4019,1879,0,5545,4053,10484,4601,571,1246,131,454,5,16324,10,77,65,5,8,71,963,3600
2019-09,130,New England,New South Wales,196,570,20952,127,4512,118,2371,2850,7127,5,10832,8656,22086,11502,1012,6079,508,2484,16,36905,31,14,32,51,43,984,1329,13228
2019-09,131,Newcastle,New South Wales,175,136,15905,430,3629,72,1549,2450,7383,5,6874,5719,12284,10153,1192,4872,277,1273,5,29760,24,9,36,20,21,653,2976,10976
2019-09,132,North Sydney,New South Wales,7,40,7870,126,1025,19,286,4054,1638,5,2643,2073,4204,2751,329,1004,44,216,0,11047,8,24,36,0,5,26,727,4177
2019-09,133,Page,New South Wales,124,302,25524,292,5975,128,3183,3130,9681,11,12291,9648,24128,10762,1234,7410,587,2257,9,47000,45,15,61,47,70,1054,670,14336
2019-09,134,Parkes,New South Wales,225,1072,18600,57,4639,92,2491,2063,7364,10,11122,9352,22969,11276,579,6853,421,3299,6,35605,31,8,36,40,42,1141,262,10508
2019-09,135,Parramatta,New South Wales,31,45,13116,290,4264,95,2501,1955,5119,5,11071,8682,20511,9794,1047,4287,721,1031,10,24991,13,318,109,65,21,209,1838,9462
2019-09,136,Paterson,New South Wales,78,217,22087,151,6179,134,2917,2368,7602,0,11053,9251,21706,9624,959,5304,456,2483,10,39299,47,11,52,38,59,869,615,14708
2019-09,137,Reid,New South Wales,20,19,12166,235,2466,43,918,3081,2247,5,5511,4106,9137,5300,606,1980,208,395,5,17375,11,81,72,22,6,82,1318,5093
2019-09,138,Richmond,New South Wales,85,166,24603,461,4615,50,2172,3479,7371,5,10496,8252,18970,9271,1102,5964,452,1670,15,40963,60,15,59,27,34,590,731,14869
2019-09,139,Riverina,New South Wales,101,306,20175,126,4612,105,2175,3066,6577,6,10160,7982,21202,9792,871,5096,428,2156,7,34685,32,9,30,33,28,745,1157,9712
2019-09,140,Robertson,New South Wales,80,74,21109,174,3807,79,1512,3176,5137,5,7406,5960,13711,6603,655,3732,228,1332,0,32251,32,5,46,11,20,425,712,10010
2019-09,141,Shortland,New South Wales,59,155,22654,140,4924,86,2126,2811,6016,9,7927,6536,14809,7205,811,3906,262,1599,9,35752,35,0,42,34,37,577,740,9839
2019-09,142,Sydney,New South Wales,148,97,8233,475,1512,12,858,1405,5257,0,2771,2364,4385,5840,664,3524,90,466,0,17162,19,90,62,10,5,158,1786,5920
2019-09,143,Warringah,New South Wales,7,9,7824,108,1006,27,255,4045,1389,0,2517,1993,4163,2277,247,912,39,221,0,10713,7,10,18,5,0,48,515,3154
2019-09,144,Watson,New South Wales,23,29,17147,334,6366,123,3831,1693,5048,0,13008,10318,26896,12266,1147,4707,1455,1135,17,30733,13,301,143,89,33,222,2468,10862
2019-09,145,Wentworth,New South Wales,13,25,6492,151,908,17,287,2814,1399,5,1852,1505,3094,2316,243,1010,35,169,0,9144,11,6,13,0,0,31,587,2980
2019-09,146,Werriwa,New South Wales,39,106,13879,189,8513,193,5758,870,6145,6,15081,12094,32304,12444,1115,5976,1257,2101,11,32297,28,127,91,55,26,388,2268,9854
2019-09,147,Whitlam,New South Wales,48,164,22004,137,5613,92,2559,2855,6466,7,9276,7548,18047,7611,855,4183,362,1846,10,36537,39,5,51,29,22,585,779,8813
2019-09,201,Aston,Victoria,13,8,16580,195,3584,79,1172,2517,3960,8,7834,5985,14001,8083,2055,2908,213,937,9,25420,21,40,56,15,10,237,1294,5381
2019-09,202,Ballarat,Victoria,26,43,19018,294,4793,110,2195,2316,6990,7,9979,8008,19160,11143,2597,5046,382,1918,8,34045,56,13,50,25,25,646,1614,10526
2019-09,203,Bendigo,Victoria,45,45,19551,244,4609,85,2039,2669,6716,6,9782,7780,18841,10282,2244,4749,390,1776,8,34404,42,7,43,25,39,606,1661,9736
2019-09,204,Bruce,Victoria,13,18,19844,271,6052,95,3323,1300,7594,24,14132,11230,26880,14559,2712,6662,1010,1649,25,37299,46,291,98,39,25,509,2476,11450
2019-09,205,Calwell,Victoria,26,26,13893,290,9739,201,6671,867,6896,7,17466,14087,36629,17815,2437,7905,1951,1886,7,33739,39,143,86,47,35,623,2666,10906
2019-09,206,Casey,Victoria,9,19,15893,216,3507,87,1070,2446,4314,5,8162,6266,15591,7743,1974,3082,239,1070,5,25318,33,5,54,9,16,261,851,5233
2019-09,207,Chisholm,Victoria,17,8,16128,299,2991,40,876,4931,3375,0,5756,4248,9662,8563,2314,2193,175,424,7,23347,12,69,83,8,5,153,2401,5632
2019-09,208,Cooper,Victoria,56,28,15440,819,4399,67,1651,1817,5374,5,5945,4727,10201,9830,2212,3958,267,728,0,25979,29,52,35,47,14,270,2496,8053
2019-09,209,Corangamite,Victoria,16,24,18233,256,3513,104,1289,3611,3451,7,7361,5629,14384,8198,2164,2711,188,1026,6,26764,23,6,39,6,13,264,1651,6563
2019-09,210,Corio,Victoria,33,33,18030,303,4828,130,2165,2315,6886,9,8933,7441,16594,10518,2165,5290,402,1751,11,32857,42,47,56,15,23,620,1600,10447
2019-09,211,Deakin,Victoria,12,8,16043,207,3069,73,914,3677,4054,0,7131,5524,12803,7996,1929,2889,342,752,5,24602,21,35,39,7,7,230,1234,6028
2019-09,212,Dunkley,Victoria,22,12,16178,250,3975,103,1570,2170,5469,7,9186,7554,16911,8734,1797,4223,273,1634,0,28557,45,24,39,13,9,383,1077,9197
2019-09,213,Flinders,Victoria,11,18,22654,146,3692,72,1332,4226,4483,0,7541,5990,13958,6898,1741,3309,177,1292,5,33051,47,6,31,11,17,237,603,7681
2019-09,214,Fraser,Victoria,15,9,18552,371,7086,118,3430,1271,5605,11,12558,10217,23626,15132,3005,7486,845,1784,18,34267,32,161,110,72,45,402,2552,9451
2019-09,215,Gellibrand,Victoria,17,11,12980,366,4084,56,1589,1685,3755,5,7987,6467,15062,9681,2039,3976,393,1005,5,22176,33,34,57,26,14,283,1530,6970
2019-09,216,Gippsland,Victoria,40,85,22919,178,5283,121,2600,2857,7699,8,9880,7981,19535,11516,2620,6444,478,2041,8,40052,43,26,55,32,41,772,631,10038
2019-09,217,Goldstein,Victoria,9,6,10945,203,2020,20,534,4473,2417,0,3094,2394,5111,4373,1031,1464,70,308,0,15727,9,17,29,5,5,88,1012,3367
2019-09,218,Gorton,Victoria,23,19,12450,257,6721,170,3136,805,5073,24,15869,12752,32496,14591,2234,5709,927,2420,10,26921,29,78,79,54,47,535,1870,9551
2019-09,219,Higgins,Victoria,23,10,9399,291,1845,20,500,3529,2511,0,2628,2106,4215,4889,1071,1608,68,302,5,14074,16,27,30,9,5,88,1546,4212
2019-09,220,Holt,Victoria,6,11,11248,216,4819,92,2291,845,4476,16,16355,12673,33343,13196,2207,4432,966,1945,6,23367,42,85,63,13,11,484,1898,8513
2019-09,221,Hotham,Victoria,38,8,19016,272,4205,56,1545,3263,3593,0,6930,5161,12140,9304,2263,2762,249,566,10,27281,15,102,75,38,13,143,2648,6247
2019-09,222,Indi,Victoria,25,32,21230,141,4374,85,1902,3168,5712,14,9236,7043,18157,8275,1669,4283,341,1511,9,34149,40,5,59,25,34,440,566,7657
2019-09,223,Isaacs,Victoria,12,6,15723,193,3199,77,1133,2767,3733,5,6425,5000,11509,6992,1583,2693,238,695,5,23647,21,72,33,14,11,190,1202,6156
2019-09,224,Jagajaga,Victoria,25,10,13600,267,3258,66,1001,3516,3573,0,5302,4223,9667,7237,1883,2481,169,624,0,21073,20,29,37,15,0,181,1604,4883
2019-09,225,Kooyong,Victoria,13,5,8149,330,1501,32,332,4854,1855,0,2674,1956,4451,5394,1337,1131,51,189,0,11775,7,24,24,0,0,60,2008,3896
2019-09,226,La Trobe,Victoria,21,7,12912,194,4111,107,1472,1513,3439,9,12323,9664,24377,10069,1930,3299,522,1824,5,22530,33,46,56,11,6,352,1277,7641
2019-09,227,Lalor,Victoria,19,35,10616,282,4974,122,2172,1030,3894,19,17633,14256,35850,15099,2229,5157,1122,2111,7,22244,43,68,63,20,23,496,1795,10625
2019-09,228,Macnamara,Victoria,30,13,8432,426,1673,14,579,2794,3928,5,3227,2687,5823,5788,1096,2798,140,373,5,15300,28,26,36,7,5,116,1399,6129
2019-09,229,Mallee,Victoria,45,144,23780,127,5520,93,2795,2944,8426,11,10719,8272,21711,11001,2126,5984,551,1970,13,41362,34,30,64,30,47,708,533,9430
2019-09,230,Maribyrnong,Victoria,29,7,14495,434,3908,49,1336,2592,3518,0,5373,4254,9366,8577,1905,3500,258,701,6,22573,19,64,59,24,5,217,1965,5666
2019-09,231,McEwen,Victoria,20,15,12453,198,4130,115,1426,1849,3188,5,9406,7423,18444,8299,1813,2824,286,1484,0,20958,30,18,35,10,13,277,880,5666
2019-09,232,Melbourne,Victoria,118,23,7208,829,1672,30,821,1692,4131,7,3880,3410,7007,9969,1887,4059,285,736,0,15521,15,61,53,9,6,217,3625,6506
2019-09,233,Menzies,Victoria,6,7,14687,186,3074,49,825,5353,2126,5,5030,3654,8831,6371,1760,1693,144,357,5,20011,18,56,40,9,6,81,1287,3497
2019-09,234,Monash,Victoria,17,22,22640,174,4558,103,1968,3622,6063,0,9645,7460,19336,9351,2365,4938,360,1632,11,36608,43,11,51,27,31,450,594,8795
2019-09,235,Nicholls,Victoria,48,87,21928,110,5517,87,2557,2784,7097,10,10913,8575,22193,10693,1979,5764,528,2040,6,38227,54,62,33,35,47,624,772,10385
2019-09,236,Scullin,Victoria,20,22,16135,266,6923,108,3223,1129,5486,6,11781,9273,22490,11582,2096,4680,805,1298,14,29499,38,145,58,62,39,397,1984,7896
2019-09,237,Wannon,Victoria,20,65,21156,127,4585,104,2032,3195,6848,13,9455,7086,19059,9559,2678,5187,411,1564,5,36143,32,5,56,32,42,575,616,7711
2019-09,238,Wills,Victoria,47,15,15061,702,4822,64,1961,1513,4462,0,6444,5158,11970,10170,2102,3632,446,682,7,24531,27,55,36,54,24,228,2486,7728
2019-09,301,Blair,Queensland,90,325,16046,243,5885,110,2836,1447,8211,13,15564,13130,32446,13221,1264,6853,789,3434,6,35460,55,15,46,30,51,1252,931,16259
2019-09,302,Bonner,Queensland,75,74,13998,214,2796,43,1012,2809,3277,0,6997,5530,12621,6867,943,2935,226,918,5,21753,22,21,29,19,13,352,1226,6836
2019-09,303,Bowman,Queensland,43,79,18955,153,4019,63,1547,2763,4280,0,7949,6378,15336,6963,879,3567,224,1324,0,29239,33,9,50,19,35,398,683,8071
2019-09,304,Brisbane,Queensland,118,49,7227,540,1182,21,365,2183,3972,0,3394,2863,5243,7457,952,3485,94,471,0,14343,37,22,23,0,5,328,2405,9411
2019-09,305,Capricornia,Queensland,83,268,14694,124,3599,79,1561,1995,4735,5,8203,6938,16531,8360,802,4959,351,1981,8,26384,44,11,35,19,29,784,400,8847
2019-09,306,Dawson,Queensland,54,298,14596,121,3524,53,1593,2417,4338,0,8372,7024,16535,8034,732,4794,355,1955,0,25977,53,10,53,26,30,585,515,9146
2019-09,307,Dickson,Queensland,31,78,12782,197,3618,70,1271,2268,3243,8,8076,6448,15644,7294,841,3298,299,1268,6,21395,23,9,47,11,16,563,782,6745
2019-09,308,Fadden,Queensland,81,73,19420,377,4762,89,2054,2548,4703,5,12733,10407,23835,11442,1135,5197,509,2176,5,32132,56,32,61,24,8,601,1697,16099
2019-09,309,Fairfax,Queensland,51,66,19973,383,3901,69,1582,3422,4834,6,9735,7586,17918,8780,1191,4485,366,1356,7,31590,45,11,59,14,22,600,975,11013
2019-09,310,Fisher,Queensland,59,67,21748,376,4406,80,1738,3690,4744,9,9420,7311,17702,8942,1156,4303,334,1480,8,33461,42,12,71,19,27,632,1290,11105
2019-09,311,Flynn,Queensland,80,333,14493,130,4469,85,2294,1844,5601,6,9856,8284,20482,10220,1014,6528,558,2523,5,29158,45,10,35,35,52,896,253,9380
2019-09,312,Forde,Queensland,70,121,16685,260,5415,114,2513,1230,5922,0,15075,12430,30638,12483,1104,5785,679,2962,5,32182,54,47,42,22,31,986,1092,16369
2019-09,313,Griffith,Queensland,89,44,8444,521,1597,32,561,2039,3439,5,4522,3740,7292,7690,1040,3315,139,672,0,15383,25,29,19,6,8,349,2328,7602
2019-09,314,Groom,Queensland,78,264,17104,237,3800,95,1644,2826,5627,7,10268,8314,21488,9808,1155,4698,614,2026,0,29868,26,12,40,34,38,881,823,11747
2019-09,315,Herbert,Queensland,245,688,13165,269,4172,101,2030,1604,5267,6,11552,9949,23247,12915,1142,6623,563,2852,0,27340,41,14,47,16,23,1055,1636,12589
2019-09,316,Hinkler,Queensland,58,224,29147,206,7829,87,4097,2646,8214,8,11003,8976,21814,11141,1487,7146,640,2270,19,49108,45,11,62,63,65,1069,532,15522
2019-09,317,Kennedy,Queensland,202,1134,18572,88,4210,74,2201,2712,5820,12,12317,10156,25887,12532,731,7854,767,2981,5,34016,43,13,33,32,45,1041,258,10315
2019-09,318,Leichhardt,Queensland,397,1579,14505,271,3322,53,1744,1825,5434,5,13178,11023,25440,15524,838,8836,911,3057,0,28664,32,6,35,19,8,1076,724,12170
2019-09,319,Lilley,Queensland,60,96,14553,275,2666,54,992,2625,4218,5,6958,5706,12201,7169,909,3676,274,1134,0,23901,34,33,55,9,6,455,1140,8083
2019-09,320,Longman,Queensland,56,176,22282,260,6642,130,3129,2140,7045,11,13320,10992,26916,11925,1383,6410,652,2843,19,40344,53,12,45,27,57,1082,829,16279
2019-09,321,Maranoa,Queensland,64,388,19879,77,5016,80,2617,2699,7284,0,10846,8528,22906,9548,1026,5355,574,2264,6,36129,58,5,67,46,56,819,253,10138
2019-09,322,McPherson,Queensland,62,57,17900,424,3442,75,1357,2615,3717,8,8911,6949,15771,8098,881,3753,265,1211,5,27342,42,17,43,17,14,378,1371,9516
2019-09,323,Moncrieff,Queensland,89,54,19382,441,3610,54,1632,2972,4785,7,8884,7206,14966,9783,980,5517,346,1367,6,31223,54,31,49,17,17,528,1685,13741
2019-09,324,Moreton,Queensland,86,59,11504,379,2487,47,1030,2795,3801,5,7909,6293,14738,9906,1329,3948,472,949,0,20190,22,105,46,11,9,477,2530,8607
2019-09,325,Oxley,Queensland,76,145,12305,256,4189,110,2097,1428,5086,21,14096,11531,29069,12789,1211,5861,869,2352,0,25924,58,81,50,19,22,852,1642,11177
2019-09,326,Petrie,Queensland,58,127,19844,218,4820,89,2062,2408,5936,6,12387,10118,23828,10230,1106,5302,469,2237,5,34302,43,17,55,20,28,849,851,14212
2019-09,327,Rankin,Queensland,74,215,13893,246,4778,118,2535,1117,6156,22,17182,14049,35895,15482,1365,7246,1144,2960,9,30214,50,158,57,33,44,1137,1594,14218
2019-09,328,Ryan,Queensland,57,34,8752,362,1803,38,436,3796,1995,5,4307,3452,7778,7115,987,1932,123,438,0,13448,14,21,20,5,5,267,2817,5628
2019-09,329,Wide Bay,Queensland,43,204,23965,206,6241,54,3452,3109,8763,5,10316,8190,20085,9851,1282,6508,569,1917,16,43244,40,15,76,46,58,931,463,12033
2019-09,330,Wright,Queensland,48,133,16309,194,5036,115,2298,1927,5208,13,11491,8971,23980,9796,984,4789,536,2061,9,29520,53,23,38,28,52,617,993,9660
2019-09,401,Adelaide,South Australia,112,72,16464,541,4047,62,1810,2285,7028,6,8417,6662,15000,11843,1595,5932,487,1085,6,30612,41,144,53,27,16,470,3126,11633
2019-09,402,Barker,South Australia,50,108,23743,111,4816,95,2285,3085,7040,10,11179,8585,22290,9956,1308,6515,579,1862,9,39865,40,12,46,37,50,705,591,9654
2019-09,403,Boothby,South Australia,67,35,21182,412,3256,67,1165,4068,5352,8,6499,5202,11168,8755,1375,4099,276,881,7,32082,28,50,35,24,17,380,2227,9392
2019-09,404,Grey,South Australia,117,285,24610,96,5918,113,2976,2469,8595,6,11083,8968,22142,12497,1321,9055,715,2293,15,44276,59,7,46,36,61,1035,526,9108
2019-09,405,Hindmarsh,South Australia,75,78,22122,321,5001,83,2168,2659,6357,7,8132,6485,14371,9270,1236,5538,332,1265,9,36269,52,42,33,46,32,482,1637,9086
2019-09,406,Kingston,South Australia,49,58,21208,348,5113,144,2274,1560,6271,0,11319,8991,20932,11058,1608,6198,484,1933,13,36271,45,16,46,27,37,769,1430,9040
2019-09,407,Makin,South Australia,50,60,21809,279,5034,142,2166,1636,5491,12,11351,8800,21467,10720,1459,5271,610,1544,12,35173,55,48,44,26,35,570,1708,7294
2019-09,408,Mayo,South Australia,18,34,23808,253,4041,83,1590,3809,4778,6,8891,6739,17129,8033,1225,4270,370,1180,7,35194,41,5,53,24,37,428,916,8326
2019-09,409,Spence,South Australia,88,120,18966,328,8114,255,4372,717,10307,42,18162,15200,36439,18264,1908,11084,1490,3759,12,45392,61,86,68,56,71,1350,2072,16327
2019-09,410,Sturt,South Australia,47,35,20825,365,3518,57,1131,4294,4677,5,7356,5585,12772,7842,1129,3398,245,742,6,30562,23,52,39,21,25,271,1758,8399
2019-09,501,Brand,Western Australia,47,110,15033,222,3690,124,1563,1236,4062,8,11930,10300,23680,11500,1305,6512,501,2683,5,27058,51,14,37,30,30,882,833,10496
2019-09,502,Burt,Western Australia,67,187,14538,267,3517,99,1563,1258,3835,8,13028,10916,25999,13701,1510,7005,753,2325,0,25946,50,54,46,28,30,1011,1399,9744
2019-09,503,Canning,Western Australia,39,102,21038,145,3733,78,1561,2856,4016,9,8676,7418,17126,9251,1213,5606,398,2049,6,32197,31,21,49,24,35,665,662,9837
2019-09,504,Cowan,Western Australia,43,108,13547,220,2978,91,1290,1250,3222,10,9708,7741,19357,10589,1428,5260,605,1477,7,22388,31,43,46,30,33,590,1370,6600
2019-09,505,Curtin,Western Australia,120,40,9229,321,1143,26,329,4398,2191,0,2863,2370,4759,5118,730,1888,77,393,5,13481,16,15,16,0,0,141,1609,4129
2019-09,506,Durack,Western Australia,210,1233,11278,67,2707,62,1502,1367,5174,10,10755,9482,21757,13702,602,8856,957,3105,0,24468,26,5,19,18,21,1126,221,5796
2019-09,507,Forrest,Western Australia,23,126,17625,166,2988,72,1283,3198,3810,5,9329,7738,17886,8893,1312,5254,427,1816,6,28086,33,15,33,22,13,662,424,8608
2019-09,508,Fremantle,Western Australia,62,107,13771,376,2565,81,949,2140,3553,7,6737,5693,12158,8672,1180,4758,240,1258,5,22228,28,13,28,25,27,507,1260,6538
2019-09,509,Hasluck,Western Australia,58,142,15163,189,2582,63,1043,2196,3232,7,7988,6750,15538,9313,1101,5015,401,1449,0,23569,45,31,37,23,26,611,860,6929
2019-09,510,Moore,Western Australia,16,25,12539,239,1985,44,548,2914,1798,0,4697,3780,8677,5779,952,2561,110,710,5,17332,25,5,19,9,12,243,964,3762
2019-09,511,O'Connor,Western Australia,81,359,16475,97,3077,58,1464,2970,4999,6,9140,7487,18607,9202,956,5850,493,1843,14,28220,46,12,45,31,49,585,273,6926
2019-09,512,Pearce,Western Australia,52,206,14429,261,3627,122,1543,1936,3709,15,13642,11368,27048,12079,1238,5873,555,2704,0,25831,45,32,41,14,21,815,1079,8684
2019-09,513,Perth,Western Australia,64,51,13443,416,1838,27,724,2189,3379,0,5054,4204,8812,8674,1225,4748,243,807,0,20609,35,43,38,28,9,377,1485,7596
2019-09,514,Stirling,Western Australia,48,77,15439,289,2596,64,1082,3093,3580,11,7500,6275,13573,9685,1203,5122,553,1263,8,24081,24,69,41,19,22,465,1395,7596
2019-09,515,Swan,Western Australia,111,133,13655,401,2053,52,919,2272,3667,7,6875,5828,12521,10798,1355,5155,402,1127,5,21844,43,58,42,11,10,570,2213,8954
2019-09,516,Tangney,Western Australia,25,48,12947,241,1729,48,535,4309,1612,5,4424,3418,8120,5773,948,2145,132,505,5,17241,20,26,29,8,10,181,1316,3685
2019-09,601,Bass,Tasmania,61,63,14494,211,3246,58,1813,1396,4989,11,7442,5987,14369,8563,1298,5050,509,1407,9,26196,26,6,35,26,26,775,983,8267
2019-09,602,Braddon,Tasmania,72,148,16575,124,4241,68,2534,1268,6509,5,7673,6155,14832,7119,1313,4544,419,1360,17,30654,33,10,49,42,47,670,379,8131
2019-09,603,Clark,Tasmania,57,41,11095,289,2335,31,1083,1824,4928,5,5684,4663,10355,7031,1171,3455,282,969,0,20501,17,17,13,17,17,550,1408,6873
2019-09,604,Franklin,Tasmania,30,51,13585,130,2804,40,1292,2030,4275,6,6447,5047,12396,5769,1043,2845,257,1001,11,22537,23,5,19,26,29,439,620,5045
2019-09,605,Lyons,Tasmania,39,80,15558,87,4112,60,2311,1162,6368,5,8252,6443,16270,7151,1159,4305,473,1585,13,29028,38,5,44,39,50,581,362,6834
2019-09,701,Lingiari,Northern Territory,252,1466,4719,38,1733,46,1100,347,5289,5,10957,9389,20604,17331,181,11117,2074,2291,0,16191,12,5,23,5,6,1387,98,2687
2019-09,702,Solomon,Northern Territory,140,295,5179,128,1554,53,661,614,2762,6,5722,4983,11235,6009,267,3325,286,1219,5,11152,19,22,13,9,0,415,280,4331
2019-09,801,Bean,Australian Capital Territory,25,49,10432,118,2296,45,631,2467,3010,0,5244,4329,10084,4283,546,1834,175,925,5,16608,32,16,24,8,9,225,463,2781
2019-09,802,Canberra,Australian Capital Territory,57,41,6929,243,1205,19,339,2448,2724,0,2553,2154,4528,5315,718,1635,101,398,0,11559,10,27,8,6,0,167,2308,4075
2019-09,803,Fenner,Australian Capital Territory,30,40,7494,137,2208,61,661,1493,2627,5,6385,5252,12233,5357,657,1958,252,969,5,13131,11,39,19,5,5,216,858,3374
2019-12,101,Banks,New South Wales,7,21,16160,102,4003,67,1938,3030,3685,5,7321,5585,13634,5896,573,2967,345,754,7,25245,16,119,102,23,11,173,945,5791
2019-12,102,Barton,New South Wales,19,27,17097,165,4426,65,2029,2529,3701,5,7584,5797,13687,6254,646,2969,386,708,9,26076,18,105,111,28,23,161,1020,6805
2019-12,103,Bennelong,New South Wales,34,11,12730,163,2415,35,944,4048,2840,0,6058,4455,10232,5465,644,2126,189,397,5,18990,9,126,88,8,5,128,1118,6677
2019-12,104,Berowra,New South Wales,8,6,11024,68,1768,52,467,4791,1845,5,3784,2662,7184,3285,381,1129,85,270,5,15090,8,39,45,6,0,71,553,3032
2019-12,105,Blaxland,New South Wales,13,19,15775,223,7482,178,5292,1344,6008,7,15903,12872,34365,13885,925,6412,1898,1748,16,33647,34,255,107,93,29,363,2192,11608
